ward_no,ward_name,date,latitude,longitude,temperature_max,temperature_min,humidity_max,precipitation_sum,Population
94,Hennur,11-05-2025,13.0365855,77.62941544,32.2,21.3,80,1.5,39535
94,Hennur,12-05-2025,13.0365855,77.62941544,31.8,21.3,91,1.6,39535
94,Hennur,13-05-2025,13.0365855,77.62941544,33,20.9,95,7.8,39535
94,Hennur,14-05-2025,13.0365855,77.62941544,31.7,21.2,90,0.7,39535
94,Hennur,15-05-2025,13.0365855,77.62941544,32.6,21.3,93,0.8,39535
94,Hennur,16-05-2025,13.0365855,77.62941544,31.4,21.7,93,3.5,39535
94,Hennur,17-05-2025,13.0365855,77.62941544,30.4,21.3,96,22.5,39535
94,Hennur,18-05-2025,13.0365855,77.62941544,29.3,20.7,98,10,39535
94,Hennur,19-05-2025,13.0365855,77.62941544,28.3,21.3,98,12.7,39535
94,Hennur,20-05-2025,13.0365855,77.62941544,26.9,21.2,97,21.2,39535
94,Hennur,21-05-2025,13.0365855,77.62941544,26.6,20.8,96,4.6,39535
94,Hennur,22-05-2025,13.0365855,77.62941544,28.9,20,93,0.1,39535
94,Hennur,23-05-2025,13.0365855,77.62941544,28.6,20.7,95,3,39535
94,Hennur,24-05-2025,13.0365855,77.62941544,25.9,21.3,92,1.7,39535
94,Hennur,25-05-2025,13.0365855,77.62941544,27.4,20.7,95,6.4,39535
94,Hennur,26-05-2025,13.0365855,77.62941544,25.8,20.5,97,10.8,39535
94,Hennur,27-05-2025,13.0365855,77.62941544,26.8,20.6,93,2.4,39535
94,Hennur,28-05-2025,13.0365855,77.62941544,27.1,21.1,91,2,39535
94,Hennur,29-05-2025,13.0365855,77.62941544,26,21,95,6.9,39535
94,Hennur,30-05-2025,13.0365855,77.62941544,24.4,20.6,96,1.3,39535
94,Hennur,31-05-2025,13.0365855,77.62941544,29.5,21.1,93,0,39535
80,Pulikeshinagar,01-04-2025,12.99669347,77.61057486,32.6,19.2,91,0,46569
80,Pulikeshinagar,02-04-2025,12.99669347,77.61057486,31.8,19.9,94,0.2,46569
80,Pulikeshinagar,03-04-2025,12.99669347,77.61057486,31.6,20.2,92,5.9,46569
80,Pulikeshinagar,04-04-2025,12.99669347,77.61057486,29.2,20,94,0.8,46569
80,Pulikeshinagar,05-04-2025,12.99669347,77.61057486,31,19.3,97,0.2,46569
80,Pulikeshinagar,06-04-2025,12.99669347,77.61057486,32.5,20.5,90,0,46569
80,Pulikeshinagar,07-04-2025,12.99669347,77.61057486,34.3,20.6,98,0,46569
80,Pulikeshinagar,08-04-2025,12.99669347,77.61057486,33.9,19.7,95,0,46569
80,Pulikeshinagar,09-04-2025,12.99669347,77.61057486,32.8,19.9,87,0,46569
80,Pulikeshinagar,10-04-2025,12.99669347,77.61057486,33.3,21,89,0,46569
80,Pulikeshinagar,11-04-2025,12.99669347,77.61057486,34.1,21,84,1.1,46569
80,Pulikeshinagar,12-04-2025,12.99669347,77.61057486,33.2,20.9,88,1,46569
80,Pulikeshinagar,13-04-2025,12.99669347,77.61057486,32.1,21,76,0,46569
80,Pulikeshinagar,14-04-2025,12.99669347,77.61057486,33.6,20.6,75,0.4,46569
80,Pulikeshinagar,15-04-2025,12.99669347,77.61057486,33,20.1,84,0,46569
80,Pulikeshinagar,16-04-2025,12.99669347,77.61057486,33.8,21.2,95,3.4,46569
80,Pulikeshinagar,17-04-2025,12.99669347,77.61057486,33.4,21.2,79,0.7,46569
80,Pulikeshinagar,18-04-2025,12.99669347,77.61057486,33.4,21.4,87,0.7,46569
80,Pulikeshinagar,19-04-2025,12.99669347,77.61057486,32.6,21.2,88,0,46569
80,Pulikeshinagar,20-04-2025,12.99669347,77.61057486,34.1,21.4,90,0,46569
80,Pulikeshinagar,21-04-2025,12.99669347,77.61057486,33.6,21,91,0,46569
80,Pulikeshinagar,22-04-2025,12.99669347,77.61057486,34,20.9,77,0,46569
80,Pulikeshinagar,23-04-2025,12.99669347,77.61057486,34.5,21.9,71,0,46569
80,Pulikeshinagar,24-04-2025,12.99669347,77.61057486,35.5,21.5,92,0,46569
80,Pulikeshinagar,25-04-2025,12.99669347,77.61057486,34.6,22,89,0,46569
80,Pulikeshinagar,26-04-2025,12.99669347,77.61057486,33.7,22,87,0,46569
80,Pulikeshinagar,27-04-2025,12.99669347,77.61057486,33.4,21.8,88,0,46569
80,Pulikeshinagar,28-04-2025,12.99669347,77.61057486,32.7,21.4,93,0,46569
80,Pulikeshinagar,29-04-2025,12.99669347,77.61057486,33.8,21.7,89,0.1,46569
80,Pulikeshinagar,30-04-2025,12.99669347,77.61057486,33.7,22,78,1.1,46569
80,Pulikeshinagar,01-05-2025,12.99669347,77.61057486,34.4,22.8,71,0.6,46569
80,Pulikeshinagar,02-05-2025,12.99669347,77.61057486,33.3,22.2,84,0,46569
80,Pulikeshinagar,03-05-2025,12.99669347,77.61057486,34.8,21.6,90,5.8,46569
80,Pulikeshinagar,04-05-2025,12.99669347,77.61057486,33.4,21.6,93,1.8,46569
80,Pulikeshinagar,05-05-2025,12.99669347,77.61057486,34.8,21.6,91,0,46569
80,Pulikeshinagar,06-05-2025,12.99669347,77.61057486,34.1,21.3,94,0,46569
80,Pulikeshinagar,07-05-2025,12.99669347,77.61057486,33.6,21.2,90,0.1,46569
80,Pulikeshinagar,08-05-2025,12.99669347,77.61057486,33.1,22.1,77,0,46569
80,Pulikeshinagar,09-05-2025,12.99669347,77.61057486,32,21.2,76,0.3,46569
80,Pulikeshinagar,10-05-2025,12.99669347,77.61057486,32.2,21.6,76,1.1,46569
80,Pulikeshinagar,11-05-2025,12.99669347,77.61057486,32.2,21.2,80,3.6,46569
80,Pulikeshinagar,12-05-2025,12.99669347,77.61057486,31.4,21.1,91,1,46569
80,Pulikeshinagar,13-05-2025,12.99669347,77.61057486,33.5,20.9,94,2.8,46569
80,Pulikeshinagar,14-05-2025,12.99669347,77.61057486,32.2,21,90,0.5,46569
80,Pulikeshinagar,15-05-2025,12.99669347,77.61057486,33.2,21.4,95,0.6,46569
80,Pulikeshinagar,16-05-2025,12.99669347,77.61057486,31.9,21.6,93,2.6,46569
80,Pulikeshinagar,17-05-2025,12.99669347,77.61057486,29.6,21.2,98,28.5,46569
80,Pulikeshinagar,18-05-2025,12.99669347,77.61057486,28.9,20.5,98,14.6,46569
80,Pulikeshinagar,19-05-2025,12.99669347,77.61057486,27.9,21.1,98,17,46569
80,Pulikeshinagar,20-05-2025,12.99669347,77.61057486,27,21,98,18.2,46569
80,Pulikeshinagar,21-05-2025,12.99669347,77.61057486,26.3,20.5,97,7.6,46569
80,Pulikeshinagar,22-05-2025,12.99669347,77.61057486,28.5,19.6,94,0.1,46569
80,Pulikeshinagar,23-05-2025,12.99669347,77.61057486,28.1,20.4,96,2.8,46569
80,Pulikeshinagar,24-05-2025,12.99669347,77.61057486,25.4,20.9,92,2.7,46569
80,Pulikeshinagar,25-05-2025,12.99669347,77.61057486,27.2,20.4,96,6.9,46569
80,Pulikeshinagar,26-05-2025,12.99669347,77.61057486,25.3,20.1,98,9.9,46569
80,Pulikeshinagar,27-05-2025,12.99669347,77.61057486,26.4,20.5,94,3,46569
80,Pulikeshinagar,28-05-2025,12.99669347,77.61057486,26.8,20.9,89,2.9,46569
80,Pulikeshinagar,29-05-2025,12.99669347,77.61057486,26,20.7,95,6.2,46569
80,Pulikeshinagar,30-05-2025,12.99669347,77.61057486,24.2,20.4,96,1.8,46569
80,Pulikeshinagar,31-05-2025,12.99669347,77.61057486,29.4,21.1,93,0,46569
12,Kodigehalli,01-04-2025,13.05587868,77.57426428,33.1,19.9,87,0,42320
12,Kodigehalli,02-04-2025,13.05587868,77.57426428,32.8,20.4,90,0.2,42320
12,Kodigehalli,03-04-2025,13.05587868,77.57426428,32.8,20.6,88,3.6,42320
12,Kodigehalli,04-04-2025,13.05587868,77.57426428,29.3,19.6,95,1.9,42320
12,Kodigehalli,05-04-2025,13.05587868,77.57426428,31.2,19.7,95,0.1,42320
12,Kodigehalli,06-04-2025,13.05587868,77.57426428,32.3,20.8,90,0,42320
12,Kodigehalli,07-04-2025,13.05587868,77.57426428,34.6,21,95,0,42320
12,Kodigehalli,08-04-2025,13.05587868,77.57426428,34.3,20,90,0,42320
12,Kodigehalli,09-04-2025,13.05587868,77.57426428,33,19.7,82,0,42320
12,Kodigehalli,10-04-2025,13.05587868,77.57426428,32.7,20.9,88,0.2,42320
12,Kodigehalli,11-04-2025,13.05587868,77.57426428,33.6,20.8,85,1.6,42320
12,Kodigehalli,12-04-2025,13.05587868,77.57426428,33.4,21,83,0.4,42320
12,Kodigehalli,13-04-2025,13.05587868,77.57426428,32.4,21.2,74,0.3,42320
12,Kodigehalli,14-04-2025,13.05587868,77.57426428,34,22,70,0,42320
12,Kodigehalli,15-04-2025,13.05587868,77.57426428,33,21.1,81,0,42320
12,Kodigehalli,16-04-2025,13.05587868,77.57426428,33.7,21.9,89,1.8,42320
12,Kodigehalli,17-04-2025,13.05587868,77.57426428,33.2,21.1,80,0.1,42320
12,Kodigehalli,18-04-2025,13.05587868,77.57426428,33.4,21.5,85,0.6,42320
12,Kodigehalli,19-04-2025,13.05587868,77.57426428,32.4,21.1,89,0,42320
12,Kodigehalli,20-04-2025,13.05587868,77.57426428,33.6,21.2,90,1.3,42320
12,Kodigehalli,21-04-2025,13.05587868,77.57426428,34,20.5,94,0,42320
12,Kodigehalli,22-04-2025,13.05587868,77.57426428,34.4,22,69,0,42320
12,Kodigehalli,23-04-2025,13.05587868,77.57426428,34.7,21.5,76,0,42320
12,Kodigehalli,24-04-2025,13.05587868,77.57426428,36.2,21,93,0,42320
12,Kodigehalli,25-04-2025,13.05587868,77.57426428,35.1,21.9,88,0,42320
12,Kodigehalli,26-04-2025,13.05587868,77.57426428,34.1,22.3,83,0,42320
12,Kodigehalli,27-04-2025,13.05587868,77.57426428,34,21.9,85,0,42320
12,Kodigehalli,28-04-2025,13.05587868,77.57426428,33.1,21.8,90,0,42320
12,Kodigehalli,29-04-2025,13.05587868,77.57426428,34,22.3,84,0.1,42320
12,Kodigehalli,30-04-2025,13.05587868,77.57426428,34.4,22.6,75,0.8,42320
12,Kodigehalli,01-05-2025,13.05587868,77.57426428,34.5,23.6,66,0.2,42320
12,Kodigehalli,02-05-2025,13.05587868,77.57426428,33.8,21.9,86,1.1,42320
12,Kodigehalli,03-05-2025,13.05587868,77.57426428,34.3,21.3,92,1.4,42320
12,Kodigehalli,04-05-2025,13.05587868,77.57426428,33.8,21.4,94,0.4,42320
12,Kodigehalli,05-05-2025,13.05587868,77.57426428,34.8,21.9,87,0,42320
12,Kodigehalli,06-05-2025,13.05587868,77.57426428,33.8,20.7,95,0,42320
12,Kodigehalli,07-05-2025,13.05587868,77.57426428,33.5,20.6,81,0.1,42320
12,Kodigehalli,08-05-2025,13.05587868,77.57426428,32.4,21.5,82,0,42320
12,Kodigehalli,09-05-2025,13.05587868,77.57426428,32.4,20.4,81,0.5,42320
12,Kodigehalli,10-05-2025,13.05587868,77.57426428,31.7,21.4,78,1.7,42320
12,Kodigehalli,11-05-2025,13.05587868,77.57426428,32,20.6,83,5.8,42320
12,Kodigehalli,12-05-2025,13.05587868,77.57426428,31.4,20.8,93,2.5,42320
12,Kodigehalli,13-05-2025,13.05587868,77.57426428,33.2,20.5,97,2.7,42320
12,Kodigehalli,14-05-2025,13.05587868,77.57426428,31.9,20.8,93,1.6,42320
12,Kodigehalli,15-05-2025,13.05587868,77.57426428,32.9,21,96,1.1,42320
12,Kodigehalli,16-05-2025,13.05587868,77.57426428,31.2,21.3,96,2.8,42320
12,Kodigehalli,17-05-2025,13.05587868,77.57426428,29.7,21.1,96,26.7,42320
12,Kodigehalli,18-05-2025,13.05587868,77.57426428,29.4,20.6,98,12.1,42320
12,Kodigehalli,19-05-2025,13.05587868,77.57426428,28.3,21.3,98,16,42320
12,Kodigehalli,20-05-2025,13.05587868,77.57426428,27.1,20.9,98,18.2,42320
12,Kodigehalli,21-05-2025,13.05587868,77.57426428,26.5,20.6,97,4.4,42320
12,Kodigehalli,22-05-2025,13.05587868,77.57426428,28.9,19.6,94,0.1,42320
12,Kodigehalli,23-05-2025,13.05587868,77.57426428,28.5,20.6,96,4.7,42320
12,Kodigehalli,24-05-2025,13.05587868,77.57426428,25.9,21.1,93,5,42320
12,Kodigehalli,25-05-2025,13.05587868,77.57426428,27,20.4,97,8.4,42320
12,Kodigehalli,26-05-2025,13.05587868,77.57426428,25.4,20.3,98,15.4,42320
12,Kodigehalli,27-05-2025,13.05587868,77.57426428,26.5,20.4,93,2.4,42320
12,Kodigehalli,28-05-2025,13.05587868,77.57426428,26.8,21,92,2.1,42320
12,Kodigehalli,29-05-2025,13.05587868,77.57426428,25.9,20.8,95,7.5,42320
12,Kodigehalli,30-05-2025,13.05587868,77.57426428,24.3,20.5,97,2.2,42320
12,Kodigehalli,31-05-2025,13.05587868,77.57426428,29.5,20.9,94,0.1,42320
8,Jakkuru,01-04-2025,13.06799643,77.61733036,32.7,19.6,90,0,38713
8,Jakkuru,02-04-2025,13.06799643,77.61733036,32.2,20.1,94,0.1,38713
8,Jakkuru,03-04-2025,13.06799643,77.61733036,32,20.4,92,3.4,38713
8,Jakkuru,04-04-2025,13.06799643,77.61733036,29.3,19.8,94,2.5,38713
8,Jakkuru,05-04-2025,13.06799643,77.61733036,31.1,19.7,95,0,38713
8,Jakkuru,06-04-2025,13.06799643,77.61733036,32.1,20.7,90,0,38713
8,Jakkuru,07-04-2025,13.06799643,77.61733036,34.2,20.7,98,0,38713
8,Jakkuru,08-04-2025,13.06799643,77.61733036,34.1,20,93,0,38713
8,Jakkuru,09-04-2025,13.06799643,77.61733036,32.8,19.9,85,0,38713
8,Jakkuru,10-04-2025,13.06799643,77.61733036,32.8,21.3,85,0.2,38713
8,Jakkuru,11-04-2025,13.06799643,77.61733036,33.7,21.3,83,0.1,38713
8,Jakkuru,12-04-2025,13.06799643,77.61733036,33,21.3,82,0.2,38713
8,Jakkuru,13-04-2025,13.06799643,77.61733036,32.1,21.4,73,0,38713
8,Jakkuru,14-04-2025,13.06799643,77.61733036,33.1,21,75,0,38713
8,Jakkuru,15-04-2025,13.06799643,77.61733036,32.8,20.6,83,0,38713
8,Jakkuru,16-04-2025,13.06799643,77.61733036,33.2,21.4,95,1.8,38713
8,Jakkuru,17-04-2025,13.06799643,77.61733036,32.7,21.4,81,0,38713
8,Jakkuru,18-04-2025,13.06799643,77.61733036,33.2,21.6,85,0.9,38713
8,Jakkuru,19-04-2025,13.06799643,77.61733036,32.3,21.4,87,0,38713
8,Jakkuru,20-04-2025,13.06799643,77.61733036,33.5,21.7,88,1.2,38713
8,Jakkuru,21-04-2025,13.06799643,77.61733036,33.5,20.7,93,0,38713
8,Jakkuru,22-04-2025,13.06799643,77.61733036,34,21.4,72,0,38713
8,Jakkuru,23-04-2025,13.06799643,77.61733036,34.4,21.4,78,0,38713
8,Jakkuru,24-04-2025,13.06799643,77.61733036,35.7,21.9,89,0,38713
8,Jakkuru,25-04-2025,13.06799643,77.61733036,34.3,22.3,89,0,38713
8,Jakkuru,26-04-2025,13.06799643,77.61733036,33.8,21.9,90,0,38713
8,Jakkuru,27-04-2025,13.06799643,77.61733036,33.4,21.9,88,0,38713
8,Jakkuru,28-04-2025,13.06799643,77.61733036,32.7,21.6,93,0,38713
8,Jakkuru,29-04-2025,13.06799643,77.61733036,33.8,21.9,89,0.3,38713
8,Jakkuru,30-04-2025,13.06799643,77.61733036,33.5,22.4,77,0.8,38713
8,Jakkuru,01-05-2025,13.06799643,77.61733036,34.1,23.2,69,0,38713
8,Jakkuru,02-05-2025,13.06799643,77.61733036,33.5,22.3,84,0.4,38713
8,Jakkuru,03-05-2025,13.06799643,77.61733036,34.2,21.8,90,6.6,38713
8,Jakkuru,04-05-2025,13.06799643,77.61733036,33.6,21.9,91,1.3,38713
8,Jakkuru,05-05-2025,13.06799643,77.61733036,34.3,22,90,0,38713
8,Jakkuru,06-05-2025,13.06799643,77.61733036,33.9,21.2,94,0,38713
8,Jakkuru,07-05-2025,13.06799643,77.61733036,33.3,21.2,86,0.1,38713
8,Jakkuru,08-05-2025,13.06799643,77.61733036,32.8,22,78,0,38713
8,Jakkuru,09-05-2025,13.06799643,77.61733036,31.8,21.1,77,0.5,38713
8,Jakkuru,10-05-2025,13.06799643,77.61733036,32.3,21.9,74,1.1,38713
8,Jakkuru,11-05-2025,13.06799643,77.61733036,32.1,21.2,80,1.5,38713
8,Jakkuru,12-05-2025,13.06799643,77.61733036,31.8,21.2,91,1.6,38713
8,Jakkuru,13-05-2025,13.06799643,77.61733036,32.9,20.8,95,7.8,38713
8,Jakkuru,14-05-2025,13.06799643,77.61733036,31.6,21.1,90,0.7,38713
8,Jakkuru,15-05-2025,13.06799643,77.61733036,32.6,21.3,93,0.8,38713
8,Jakkuru,16-05-2025,13.06799643,77.61733036,31.4,21.7,93,3.5,38713
8,Jakkuru,17-05-2025,13.06799643,77.61733036,30.4,21.2,96,22.5,38713
8,Jakkuru,18-05-2025,13.06799643,77.61733036,29.3,20.6,98,10,38713
8,Jakkuru,19-05-2025,13.06799643,77.61733036,28.3,21.3,98,12.7,38713
8,Jakkuru,20-05-2025,13.06799643,77.61733036,26.9,21.1,97,21.2,38713
8,Jakkuru,21-05-2025,13.06799643,77.61733036,26.6,20.7,96,4.6,38713
8,Jakkuru,22-05-2025,13.06799643,77.61733036,28.9,20,93,0.1,38713
8,Jakkuru,23-05-2025,13.06799643,77.61733036,28.5,20.7,95,3,38713
8,Jakkuru,24-05-2025,13.06799643,77.61733036,25.8,21.3,92,1.7,38713
8,Jakkuru,25-05-2025,13.06799643,77.61733036,27.3,20.7,95,6.4,38713
8,Jakkuru,26-05-2025,13.06799643,77.61733036,25.8,20.4,97,10.8,38713
8,Jakkuru,27-05-2025,13.06799643,77.61733036,26.7,20.6,93,2.4,38713
8,Jakkuru,28-05-2025,13.06799643,77.61733036,27.1,21,91,2,38713
8,Jakkuru,29-05-2025,13.06799643,77.61733036,25.9,20.9,95,6.9,38713
8,Jakkuru,30-05-2025,13.06799643,77.61733036,24.4,20.6,96,1.3,38713
8,Jakkuru,31-05-2025,13.06799643,77.61733036,29.4,21,93,0,38713
7,Thanisandra,01-04-2025,13.06070976,77.63400564,32.7,19.5,90,0,39205
7,Thanisandra,02-04-2025,13.06070976,77.63400564,32.1,20.1,94,0.1,39205
7,Thanisandra,03-04-2025,13.06070976,77.63400564,32,20.4,92,3.4,39205
7,Thanisandra,04-04-2025,13.06070976,77.63400564,29.3,19.7,94,2.5,39205
7,Thanisandra,05-04-2025,13.06070976,77.63400564,31.1,19.6,95,0,39205
7,Thanisandra,06-04-2025,13.06070976,77.63400564,32.1,20.7,90,0,39205
7,Thanisandra,07-04-2025,13.06070976,77.63400564,34.2,20.7,98,0,39205
7,Thanisandra,08-04-2025,13.06070976,77.63400564,34.1,19.9,93,0,39205
7,Thanisandra,09-04-2025,13.06070976,77.63400564,32.7,19.8,85,0,39205
7,Thanisandra,10-04-2025,13.06070976,77.63400564,32.8,21.3,85,0.2,39205
7,Thanisandra,11-04-2025,13.06070976,77.63400564,33.7,21.3,83,0.1,39205
7,Thanisandra,12-04-2025,13.06070976,77.63400564,32.9,21.2,82,0.2,39205
7,Thanisandra,13-04-2025,13.06070976,77.63400564,32,21.4,73,0,39205
7,Thanisandra,14-04-2025,13.06070976,77.63400564,33.1,21,75,0,39205
7,Thanisandra,15-04-2025,13.06070976,77.63400564,32.7,20.6,83,0,39205
7,Thanisandra,16-04-2025,13.06070976,77.63400564,33.2,21.4,95,1.8,39205
7,Thanisandra,17-04-2025,13.06070976,77.63400564,32.7,21.4,81,0,39205
7,Thanisandra,18-04-2025,13.06070976,77.63400564,33.1,21.5,85,0.9,39205
7,Thanisandra,19-04-2025,13.06070976,77.63400564,32.3,21.4,87,0,39205
7,Thanisandra,20-04-2025,13.06070976,77.63400564,33.5,21.6,88,1.2,39205
7,Thanisandra,21-04-2025,13.06070976,77.63400564,33.4,20.7,93,0,39205
7,Thanisandra,22-04-2025,13.06070976,77.63400564,34,21.4,72,0,39205
7,Thanisandra,23-04-2025,13.06070976,77.63400564,34.4,21.4,78,0,39205
7,Thanisandra,24-04-2025,13.06070976,77.63400564,35.6,21.8,89,0,39205
7,Thanisandra,25-04-2025,13.06070976,77.63400564,34.3,22.2,89,0,39205
7,Thanisandra,26-04-2025,13.06070976,77.63400564,33.7,21.8,90,0,39205
7,Thanisandra,27-04-2025,13.06070976,77.63400564,33.3,21.8,88,0,39205
7,Thanisandra,28-04-2025,13.06070976,77.63400564,32.6,21.6,93,0,39205
7,Thanisandra,29-04-2025,13.06070976,77.63400564,33.7,21.9,89,0.3,39205
7,Thanisandra,30-04-2025,13.06070976,77.63400564,33.4,22.3,77,0.8,39205
7,Thanisandra,01-05-2025,13.06070976,77.63400564,34,23.2,69,0,39205
7,Thanisandra,02-05-2025,13.06070976,77.63400564,33.4,22.2,84,0.4,39205
7,Thanisandra,03-05-2025,13.06070976,77.63400564,34.1,21.7,90,6.6,39205
7,Thanisandra,04-05-2025,13.06070976,77.63400564,33.6,21.9,91,1.3,39205
7,Thanisandra,05-05-2025,13.06070976,77.63400564,34.3,21.9,90,0,39205
7,Thanisandra,06-05-2025,13.06070976,77.63400564,33.8,21.2,94,0,39205
7,Thanisandra,07-05-2025,13.06070976,77.63400564,33.3,21.2,86,0.1,39205
7,Thanisandra,08-05-2025,13.06070976,77.63400564,32.8,22,78,0,39205
7,Thanisandra,09-05-2025,13.06070976,77.63400564,31.7,21,77,0.5,39205
7,Thanisandra,10-05-2025,13.06070976,77.63400564,32.2,21.8,74,1.1,39205
7,Thanisandra,11-05-2025,13.06070976,77.63400564,32.1,21.2,80,1.5,39205
7,Thanisandra,12-05-2025,13.06070976,77.63400564,31.7,21.2,91,1.6,39205
7,Thanisandra,13-05-2025,13.06070976,77.63400564,32.9,20.8,95,7.8,39205
7,Thanisandra,14-05-2025,13.06070976,77.63400564,31.6,21.1,90,0.7,39205
7,Thanisandra,15-05-2025,13.06070976,77.63400564,32.5,21.2,93,0.8,39205
7,Thanisandra,16-05-2025,13.06070976,77.63400564,31.3,21.6,93,3.5,39205
7,Thanisandra,17-05-2025,13.06070976,77.63400564,30.3,21.2,96,22.5,39205
7,Thanisandra,18-05-2025,13.06070976,77.63400564,29.2,20.6,98,10,39205
7,Thanisandra,19-05-2025,13.06070976,77.63400564,28.2,21.2,98,12.7,39205
7,Thanisandra,20-05-2025,13.06070976,77.63400564,26.8,21.1,97,21.2,39205
7,Thanisandra,21-05-2025,13.06070976,77.63400564,26.5,20.7,96,4.6,39205
7,Thanisandra,22-05-2025,13.06070976,77.63400564,28.8,19.9,93,0.1,39205
7,Thanisandra,23-05-2025,13.06070976,77.63400564,28.5,20.6,95,3,39205
7,Thanisandra,24-05-2025,13.06070976,77.63400564,25.8,21.2,92,1.7,39205
7,Thanisandra,25-05-2025,13.06070976,77.63400564,27.3,20.6,95,6.4,39205
7,Thanisandra,26-05-2025,13.06070976,77.63400564,25.7,20.4,97,10.8,39205
7,Thanisandra,27-05-2025,13.06070976,77.63400564,26.7,20.5,93,2.4,39205
7,Thanisandra,28-05-2025,13.06070976,77.63400564,27,21,91,2,39205
7,Thanisandra,29-05-2025,13.06070976,77.63400564,25.9,20.9,95,6.9,39205
7,Thanisandra,30-05-2025,13.06070976,77.63400564,24.3,20.5,96,1.3,39205
7,Thanisandra,31-05-2025,13.06070976,77.63400564,29.4,21,93,0,39205
10,Kempapura,01-04-2025,13.04983766,77.59409235,32.7,19.5,90,0,38620
10,Kempapura,02-04-2025,13.04983766,77.59409235,32.1,20.1,94,0.1,38620
10,Kempapura,03-04-2025,13.04983766,77.59409235,32,20.4,92,3.4,38620
10,Kempapura,04-04-2025,13.04983766,77.59409235,29.3,19.7,94,2.5,38620
10,Kempapura,05-04-2025,13.04983766,77.59409235,31.1,19.6,95,0,38620
10,Kempapura,06-04-2025,13.04983766,77.59409235,32.1,20.7,90,0,38620
10,Kempapura,07-04-2025,13.04983766,77.59409235,34.2,20.7,98,0,38620
10,Kempapura,08-04-2025,13.04983766,77.59409235,34.1,19.9,93,0,38620
10,Kempapura,09-04-2025,13.04983766,77.59409235,32.7,19.8,85,0,38620
10,Kempapura,10-04-2025,13.04983766,77.59409235,32.8,21.3,85,0.2,38620
10,Kempapura,11-04-2025,13.04983766,77.59409235,33.7,21.3,83,0.1,38620
10,Kempapura,12-04-2025,13.04983766,77.59409235,32.9,21.2,82,0.2,38620
10,Kempapura,13-04-2025,13.04983766,77.59409235,32,21.4,73,0,38620
10,Kempapura,14-04-2025,13.04983766,77.59409235,33.1,21,75,0,38620
10,Kempapura,15-04-2025,13.04983766,77.59409235,32.7,20.6,83,0,38620
10,Kempapura,16-04-2025,13.04983766,77.59409235,33.2,21.4,95,1.8,38620
10,Kempapura,17-04-2025,13.04983766,77.59409235,32.7,21.4,81,0,38620
10,Kempapura,18-04-2025,13.04983766,77.59409235,33.1,21.5,85,0.9,38620
10,Kempapura,19-04-2025,13.04983766,77.59409235,32.3,21.4,87,0,38620
10,Kempapura,20-04-2025,13.04983766,77.59409235,33.5,21.6,88,1.2,38620
10,Kempapura,21-04-2025,13.04983766,77.59409235,33.4,20.7,93,0,38620
10,Kempapura,22-04-2025,13.04983766,77.59409235,34,21.4,72,0,38620
10,Kempapura,23-04-2025,13.04983766,77.59409235,34.4,21.4,78,0,38620
10,Kempapura,24-04-2025,13.04983766,77.59409235,35.6,21.8,89,0,38620
10,Kempapura,25-04-2025,13.04983766,77.59409235,34.3,22.2,89,0,38620
10,Kempapura,26-04-2025,13.04983766,77.59409235,33.7,21.8,90,0,38620
10,Kempapura,27-04-2025,13.04983766,77.59409235,33.3,21.8,88,0,38620
10,Kempapura,28-04-2025,13.04983766,77.59409235,32.6,21.6,93,0,38620
10,Kempapura,29-04-2025,13.04983766,77.59409235,33.7,21.9,89,0.3,38620
10,Kempapura,30-04-2025,13.04983766,77.59409235,33.4,22.3,77,0.8,38620
10,Kempapura,01-05-2025,13.04983766,77.59409235,34,23.2,69,0,38620
10,Kempapura,02-05-2025,13.04983766,77.59409235,33.4,22.2,84,0.4,38620
10,Kempapura,03-05-2025,13.04983766,77.59409235,34.1,21.7,90,6.6,38620
10,Kempapura,04-05-2025,13.04983766,77.59409235,33.6,21.9,91,1.3,38620
10,Kempapura,05-05-2025,13.04983766,77.59409235,34.3,21.9,90,0,38620
10,Kempapura,06-05-2025,13.04983766,77.59409235,33.8,21.2,94,0,38620
10,Kempapura,07-05-2025,13.04983766,77.59409235,33.3,21.2,86,0.1,38620
10,Kempapura,08-05-2025,13.04983766,77.59409235,32.8,22,78,0,38620
10,Kempapura,09-05-2025,13.04983766,77.59409235,31.7,21,77,0.5,38620
10,Kempapura,10-05-2025,13.04983766,77.59409235,32.2,21.8,74,1.1,38620
10,Kempapura,11-05-2025,13.04983766,77.59409235,32.1,21.2,80,1.5,38620
10,Kempapura,12-05-2025,13.04983766,77.59409235,31.7,21.2,91,1.6,38620
10,Kempapura,13-05-2025,13.04983766,77.59409235,32.9,20.8,95,7.8,38620
10,Kempapura,14-05-2025,13.04983766,77.59409235,31.6,21.1,90,0.7,38620
10,Kempapura,15-05-2025,13.04983766,77.59409235,32.5,21.2,93,0.8,38620
10,Kempapura,16-05-2025,13.04983766,77.59409235,31.3,21.6,93,3.5,38620
10,Kempapura,17-05-2025,13.04983766,77.59409235,30.3,21.2,96,22.5,38620
10,Kempapura,18-05-2025,13.04983766,77.59409235,29.2,20.6,98,10,38620
10,Kempapura,19-05-2025,13.04983766,77.59409235,28.2,21.2,98,12.7,38620
10,Kempapura,20-05-2025,13.04983766,77.59409235,26.8,21.1,97,21.2,38620
